Updated_Date,Valve_Type,Valve_Size,Valve_Useage,Cover,Lid_Type,Valve_Cond,Valve_Stat,Valve_Position,Turns,Depth_Nut,Location,Comment,Rotation,POINT_X,POINT_Y
1/16/2014,GV,6.00000000000,Inline,Asphalt,926,Good,Working,Open,20.00000000000,30.00000000000,,,90,7718265.48773000000,684690.59465200000
1/16/2014,GV,6.00000000000,Inline,Asphalt,910,Good,Working,Open,19.00000000000,30.00000000000,,,0,7718249.39688000000,684417.79467300000
1/16/2014,GV,4.00000000000,Inline,Asphalt,910,Good,Working,Open,14.00000000000,30.00000000000,,,90,7718255.54746000000,684400.41249000000
1/16/2014,GV,4.00000000000,Blow Off,Asphalt,910,Good,Working,Open,9.00000000000,36.00000000000,,,0,7718112.91979000000,684181.71542100000
1/16/2014,GV,6.00000000000,Hydrant,Asphalt,910,Good,Working,Open,20.00000000000,30.00000000000,,,90,7718203.26640000000,684418.14539400000
10/13/2014,GV,4.00000000000,Blow Off,Asphalt,910,Good,Working,Closed,9.00000000000,36.00000000000,,,0,7717710.68110000000,684413.36095500000
10/13/2014,GV,6.00000000000,Inline,Asphalt,910,Good,Working,Open,20.00000000000,30.00000000000,,,90,7717891.55901000000,684424.78186400000
1/16/2014,GV,4.00000000000,Inline,Asphalt,910,Good,Working,Open,14.00000000000,30.00000000000,,,0,7717889.78441000000,684425.92818700000
1/16/2014,GV,6.00000000000,Hydrant,Asphalt,910,Good,Working,Open,20.00000000000,20.00000000000,,,0,7717891.23093000000,684391.05719400000
10/13/2014,GV,6.00000000000,Hydrant,Asphalt,926,Good,Working,Open,20.00000000000,36.00000000000,,,-15,7718226.97468000000,685287.14004700000
1/16/2014,GV,4.00000000000,Blow Off,Asphalt,926,Good,Working,,9.00000000000,28.00000000000,,,0,7718297.39908000000,685414.47411000000
10/3/2014,GV,6.00000000000,Hydrant,Asphalt,910,Good,Working,Open,20.00000000000,40.00000000000,,,90,7718047.04263000000,683662.47958300000
1/16/2014,BTRFLY,10.00000000000,Inline,Asphalt,910,Good,Working,Open,32.00000000000,46.00000000000,,,0,7717835.49646000000,683667.47891600000
1/16/2014,BTRFLY,10.00000000000,Inline,Asphalt,910,Good,Working,Open,32.00000000000,46.00000000000,,,0,7717831.18217000000,683667.83619900000
10/3/2014,GV,6.00000000000,Inline,Asphalt,910,Good,Working,Open,20.00000000000,46.00000000000,,,90,7717833.61392000000,683670.07438400000
1/16/2014,GV,2.00000000000,Blow Off,Asphalt,910,Good,Working,Open,9.00000000000,30.00000000000,,,0,7717777.50117000000,683667.90772100000
1/16/2014,GV,2.00000000000,Blow Off,Asphalt,910,Good,Working,Open,9.00000000000,40.00000000000,,,0,7717675.95446000000,683922.48398400000
1/16/2014,GV,12.00000000000,Inline,Asphalt,910,Good,Working,Open,35.00000000000,50.00000000000,,,0,7714965.82143000000,686342.19272700000
10/3/2014,GV,8.00000000000,Inline,Asphalt,910,Good,Working,Open,25.00000000000,50.00000000000,,,90,7714968.30403000000,686345.49587000000
1/16/2014,BTRFLY,12.00000000000,Inline,Asphalt,910,Good,Working,Open,44.00000000000,56.00000000000,,,0,7714628.42151000000,686352.40563300000
1/16/2014,GV,8.00000000000,Inline,Asphalt,910,Good,Working,Open,25.00000000000,55.00000000000,,,0,7714963.32963000000,686513.11856600000
1/16/2014,GV,8.00000000000,Inline,Asphalt,910,Good,Working,Open,25.00000000000,55.00000000000,,,0,7714967.97628000000,686513.12972100000
1/16/2014,GV,8.00000000000,Inline,Asphalt,910,Good,Working,Open,25.00000000000,40.00000000000,,,0,7714760.22440000000,686516.67991100000
1/16/2014,GV,8.00000000000,Inline,Asphalt,910,Good,Working,Incorrectly Open,25.00000000000,40.00000000000,,,0,7714758.24835000000,686518.91415800000
1/16/2014,GV,2.00000000000,Blow Off,Asphalt,910,Good,Working,Open,9.00000000000,40.00000000000,,,0,7714637.41395000000,686518.15628600000
1/16/2014,GV,6.00000000000,Hydrant,Asphalt,910,Good,Working,Open,19.00000000000,50.00000000000,,,90,7714793.67971000000,686768.45138900000
1/16/2014,GV,8.00000000000,Inline,Asphalt,910,Good,Working,Open,25.00000000000,36.00000000000,,,0,7715148.20919000000,686762.29720200000
9/25/2014,GV,6.00000000000,Hydrant,Asphalt,910,Good,Working,Open,20.00000000000,36.00000000000,,,90,7715244.35433000000,686758.75718300000
1/16/2014,GV,2.00000000000,Blow Off,Asphalt,910,Good,Working,Open,9.00000000000,26.00000000000,,,0,7715499.91583000000,686868.40919400000
1/16/2014,GV,8.00000000000,Inline,Asphalt,910,Good,Working,,25.00000000000,40.00000000000,,,0,7715302.03368000000,686750.64072900000
9/25/2014,GV,6.00000000000,Hydrant,Asphalt,910,Good,Working,Open,19.00000000000,50.00000000000,,,90,7715028.80391000000,686509.43058200000
9/29/2014,GV,6.00000000000,Hydrant,Asphalt,910,Good,Working,Open,19.00000000000,36.00000000000,,,90,7715775.48352000000,685168.75183200000
,GV,6.00000000000,Inline,Asphalt,910,Good,Working,Open,20.00000000000,36.00000000000,,valve to sw 15th,0,7715750.23259000000,685168.47624200000
9/29/2014,GV,8.00000000000,Inline,Asphalt,910,Good,Working,Open,25.00000000000,36.00000000000,,valve to sw wright ct,90,7715748.99637000000,685169.60583300000
1/16/2014,GV,2.00000000000,Blow Off,Asphalt,910,Good,Working,Closed,9.00000000000,28.00000000000,,blow off at sw wright ct,0,7715752.18534000000,685335.59336200000
8/19/2014,GV,8.00000000000,Inline,Asphalt,,,,,0.00000000000,0.00000000000,,valve to sw 13 pl paved over,90,7715447.17840000000,685778.70238400000
9/30/2014,GV,6.00000000000,Inline,Asphalt,,,,Closed,0.00000000000,0.00000000000,,valve to sw 14th paved over closed zone boundry,0,7715443.16037000000,685483.08683400000
9/30/2014,GV,6.00000000000,Hydrant,Asphalt,,,,Open,0.00000000000,0.00000000000,,hydrant valve on 257 paved over,0,7715445.09147000000,685444.43172700000
1/16/2014,BTRFLY,12.00000000000,Inline,Asphalt,910,Good,Working,Open,35.00000000000,53.00000000000,,valve on sw sturgess,0,7715240.82810000000,686338.79083100000
1/16/2014,GV,6.00000000000,Inline,Asphalt,910,Good,Working,Open,19.00000000000,43.00000000000,,valve to sw edgefield av,90,7715242.48459000000,686334.83775500000
1/16/2014,GV,6.00000000000,Hydrant,Asphalt,926,Good,Working,Open,19.00000000000,39.00000000000,,,0,7715236.64044000000,686122.36114600000
1/16/2014,GV,6.00000000000,Inline,Asphalt,926,Good,Working,Open,19.00000000000,27.00000000000,,,0,7714986.03070000000,686077.74903000000
1/16/2014,GV,6.00000000000,Inline,Asphalt,926,Good,Working,Open,19.00000000000,27.00000000000,,valve to sw 12ct,0,7714983.72428000000,686078.96195400000
1/16/2014,GV,6.00000000000,Hydrant,Asphalt,926,Good,Working,Open,19.00000000000,26.00000000000,,,0,7714984.10256000000,686135.31846900000
1/16/2014,GV,2.00000000000,Blow Off,Asphalt,926,Good,Working,Closed,9.00000000000,26.00000000000,,,0,7714990.68916000000,686233.88487300000
1/16/2014,GV,6.00000000000,Inline,Asphalt,926,Good,Working,Open,19.00000000000,33.00000000000,,valve to sw mitchell ct,0,7714709.65035000000,686087.11777800000
1/16/2014,GV,6.00000000000,Inline,Asphalt,926,Good,Working,Open,19.00000000000,33.00000000000,,valve on sw 12 st,0,7714712.74483000000,686084.38582800000
1/16/2014,GV,6.00000000000,Hydrant,Asphalt,926,Good,Working,Open,19.00000000000,28.00000000000,,,0,7714708.69661000000,686140.87751300000
1/16/2014,GV,2.00000000000,Blow Off,Asphalt,926,Good,Working,Closed,9.00000000000,42.00000000000,,,0,7714715.56996000000,686238.41800000000
10/2/2014,GV,6.00000000000,Hydrant,Asphalt,926,Good,Working,Open,19.00000000000,44.00000000000,,,-10,7714465.90839000000,686135.78992500000
1/16/2014,GV,2.00000000000,Blow Off,Asphalt,926,Good,Working,Closed,9.00000000000,44.00000000000,,,0,7714470.22662000000,686243.93636200000
9/30/2014,GV,8.00000000000,Inline,Asphalt,910,Good,Working,Open,24.00000000000,12.00000000000,,,90,7715442.02684000000,685487.40342600000
1/16/2014,GV,6.00000000000,Inline,Asphalt,926,Good,Working,Closed,20.00000000000,22.00000000000,,6in stubout to north closed valve,0,7716436.15215000000,685512.29576500000
1/16/2014,GV,10.00000000000,Inline,Grass,910,Good,Working,Open,32.00000000000,30.00000000000,,10in pvc running south from tie in of well 3,0,7715580.70340000000,684343.25414000000
1/16/2014,GV,8.00000000000,Inline,Grass,910,Good,Working,Open,26.00000000000,30.00000000000,,tie in to well 3,0,7715581.23391000000,684372.84627200000
1/16/2014,GV,8.00000000000,Inline,Grass,910,Good,Working,Open,32.00000000000,30.00000000000,,10 pvc running north  from tie in at well 3,0,7715573.52133000000,684360.41913200000
1/16/2014,GV,6.00000000000,Hydrant,Grass,910,Good,Working,Open,20.00000000000,30.00000000000,,,0,7715577.62663000000,684305.13971500000
1/16/2014,GV,10.00000000000,Inline,Grass,926,Good,Working,Open,20.00000000000,24.00000000000,behind walk against fence,supposedly 10in valve only 20 turns in line,0,7715613.54684000000,684214.51259900000
1/16/2014,GV,6.00000000000,Inline,Asphalt,926,Good,Working,Open,19.00000000000,47.00000000000,,valve to sw 12th st,0,7714478.40738000000,686089.71062000000
1/16/2014,GV,6.00000000000,Inline,Asphalt,926,Good,Working,Open,19.00000000000,47.00000000000,,valve to sw mcginnis ct,75,7714476.99038000000,686091.19257300000
9/25/2014,GV,6.00000000000,Inline,Asphalt,926,Good,Working,Open,19.00000000000,45.00000000000,,,90,7714481.43624000000,685968.76598000000
1/16/2014,GV,8.00000000000,Inline,Asphalt,926,Good,Working,Open,28.00000000000,16.00000000000,,,90,7714476.26860000000,685846.14155400000
1/16/2014,GV,6.00000000000,Inline,Asphalt,926,Good,Working,Open,21.00000000000,24.00000000000,,,0,7714482.08388000000,685809.32929100000
1/16/2014,GV,2.00000000000,Blow Off,Asphalt,926,Good,Working,Closed,9.00000000000,36.00000000000,,,0,7714697.51127000000,685803.94052300000
1/16/2014,GV,6.00000000000,Hydrant,Asphalt,926,Good,Working,Open,20.00000000000,28.00000000000,,,0,7714477.76827000000,685782.60657600000
1/16/2014,GV,8.00000000000,Inline,Asphalt,926,Good,Working,Open,28.00000000000,22.00000000000,,,0,7714564.55058000000,685489.59305400000
1/16/2014,GV,6.00000000000,Hydrant,Asphalt,926,Good,Working,Open,20.00000000000,20.00000000000,,,0,7714921.83694000000,685603.42287900000
1/16/2014,GV,8.00000000000,Inline,Asphalt,926,Good,Working,Open,27.00000000000,16.00000000000,,,0,7715017.81575000000,685640.72562600000
8/19/2014,GV,6.00000000000,Hydrant,Asphalt,926,Good,Working,Open,20.00000000000,24.00000000000,,,90,7715363.14511000000,685785.75781600000
1/16/2014,GV,6.00000000000,Hydrant,Concrete,910,Good,Working,Open,19.00000000000,48.00000000000,,,0,7715444.54980000000,685103.93044000000
9/30/2014,GV,0.00000000000,,Asphalt,910,,,,0.00000000000,0.00000000000,,possible  hydrant  valve,90,7715436.62528000000,685144.80240500000
1/16/2014,GV,2.00000000000,Domestic,Concrete,910,Good,Working,Open,9.00000000000,48.00000000000,,manifold shut off to service bank at shadow park 6,0,7715464.18526000000,685961.51993200000
1/16/2014,GV,6.00000000000,Hydrant,Grass,926,Good,Working,Open,19.00000000000,32.00000000000,,hydrant in famly medical clinic parking,0,7715525.16775000000,684700.02606400000
1/16/2014,BTRFLY,10.00000000000,Inline,Asphalt,910,Good,Working,Closed,0.00000000000,48.00000000000,,bypass 10in of prv,0,7715436.71451000000,684935.02067300000
1/16/2014,BTRFLY,10.00000000000,Inline,Asphalt,910,Good,Working,Open,0.00000000000,44.00000000000,,,0,7715433.50389000000,684933.37697500000
1/16/2014,GV,10.00000000000,Inline,Asphalt,910,Good,Working,Open,0.00000000000,28.00000000000,,10in water teed off main known as high pressure l,0,7715427.77916000000,684935.31332300000
1/16/2014,GV,6.00000000000,Hydrant,Concrete,910,Good,Working,Closed,0.00000000000,40.00000000000,,old hydrant valve in sidewalke257200ft s of well 3,0,7715608.31424000000,684162.13704800000
1/16/2014,GV,0.00000000000,Inline,Asphalt,910,Good,Working,Open,0.00000000000,0.00000000000,no lid needs vacuum,valve to kings meadow,0,7715602.25519000000,683968.02490300000
1/16/2014,GV,2.00000000000,Blow Off,Asphalt,926,Good,Working,Closed,9.00000000000,36.00000000000,,,0,7716686.02632000000,686083.36909800000
1/16/2014,GV,4.00000000000,Inline,Asphalt,926,Good,Working,Open,14.00000000000,36.00000000000,,valve to sw fox ct,0,7716689.24252000000,686333.62122200000
1/16/2014,GV,4.00000000000,Inline,Asphalt,926,Good,Working,Open,15.00000000000,33.00000000000,,valve to sw doolittle ct,90,7716423.67711000000,686310.17966800000
1/16/2014,GV,2.00000000000,Blow Off,Asphalt,926,Good,Working,Closed,9.00000000000,25.00000000000,,,0,7716417.03834000000,686108.88282600000
1/16/2014,GV,4.00000000000,Inline,Asphalt,910,Good,Working,Open,15.00000000000,33.00000000000,,,90,7715731.21983000000,686328.70358100000
1/16/2014,GV,2.00000000000,Blow Off,Asphalt,926,Good,Working,Closed,9.00000000000,25.00000000000,,,0,7715725.92489000000,686128.66854800000
8/18/2014,GV,6.00000000000,Hydrant,Asphalt,910,Good,Working,Open,20.00000000000,29.00000000000,,,90,7715577.66338000000,686323.46409000000
1/16/2014,GV,6.00000000000,Inline,Asphalt,910,Good,Working,,19.00000000000,32.00000000000,,,0,7715572.89370000000,686356.00273900000
8/18/2014,GV,6.00000000000,Hydrant,Asphalt,926,Good,Working,Open,20.00000000000,22.00000000000,,,90,7715997.81477000000,686317.76921900000
1/16/2014,GV,6.00000000000,Hydrant,Asphalt,910,Good,Working,Open,20.00000000000,22.00000000000,,,90,7716510.49616000000,686304.75349700000
1/16/2014,GV,6.00000000000,Inline,Asphalt,910,Good,Working,Open,19.00000000000,27.00000000000,,,0,7716129.86372000000,686465.21446300000
1/16/2014,GV,8.00000000000,Inline,Asphalt,910,Good,Working,Open,25.00000000000,25.00000000000,,,90,7716127.94377000000,686463.95396600000
1/16/2014,GV,6.00000000000,Inline,Asphalt,910,Good,Working,Open,19.00000000000,39.00000000000,,,0,7716327.71700000000,686460.96414300000
1/16/2014,GV,6.00000000000,Inline,Asphalt,910,Good,Working,Open,19.00000000000,39.00000000000,,,0,7716327.08773000000,686462.17739500000
1/16/2014,GV,6.00000000000,Inline,Asphalt,910,Good,Working,Open,19.00000000000,35.00000000000,,,0,7716713.62403000000,686462.28271000000
1/16/2014,GV,6.00000000000,Inline,Asphalt,910,Good,Working,Open,19.00000000000,22.00000000000,,,0,7716879.95080000000,686779.45464800000
1/16/2014,GV,6.00000000000,Inline,Asphalt,910,Good,Working,Open,19.00000000000,22.00000000000,,,0,7716878.98525000000,686780.27551200000
1/16/2014,GV,6.00000000000,Hydrant,Asphalt,910,Good,Working,Open,19.00000000000,22.00000000000,,,0,7716820.31805000000,686745.97997700000
1/16/2014,GV,6.00000000000,Hydrant,Asphalt,910,Good,Working,Open,19.00000000000,30.00000000000,,,0,7716488.76950000000,686553.35470600000
1/16/2014,GV,4.00000000000,Inline,Asphalt,910,Good,Working,Open,13.00000000000,27.00000000000,,,0,7715864.15821000000,686471.45362300000
1/16/2014,GV,6.00000000000,Hydrant,Asphalt,910,Good,Working,Open,19.00000000000,31.00000000000,,,0,7715867.42625000000,686470.28761500000
1/16/2014,GV,6.00000000000,Inline,Asphalt,910,Good,Working,Open,19.00000000000,31.00000000000,,,0,7715901.84022000000,686471.71182500000
,GV,2.00000000000,Blow Off,Asphalt,910,Good,Working,Closed,9.00000000000,32.00000000000,,,0,7715785.93593000000,686473.34764800000
,GV,6.00000000000,Hydrant,Asphalt,910,Good,Working,Open,20.00000000000,21.00000000000,,,0,7716116.35390000000,686597.63578600000
,GV,6.00000000000,Inline,Asphalt,910,Good,Working,Open,18.00000000000,23.00000000000,,,0,7716119.44707000000,686600.47141000000
,GV,6.00000000000,Hydrant,Asphalt,910,Good,Working,,18.00000000000,17.00000000000,,,60,7716467.19867000000,686799.21576300000
,GV,6.00000000000,Hydrant,Asphalt,910,Good,Working,Open,19.00000000000,32.00000000000,,,0,7716817.38728000000,687004.24291200000
,GV,6.00000000000,Inline,Asphalt,910,Good,Working,Open,18.00000000000,18.00000000000,,valve on east  //west line,0,7716885.25427000000,687045.85208100000
,GV,6.00000000000,Inline,Asphalt,910,Good,Working,Open,18.00000000000,18.00000000000,,,0,7716884.78314000000,687043.68509000000
,GV,12.00000000000,Inline,Grass,926,Good,Working,Open,35.00000000000,17.00000000000,flower tower,,90,7712545.55658000000,681470.63324400000
,GV,8.00000000000,Inline,Grass,926,Good,Working,Open,25.00000000000,30.00000000000,flower tower,,50,7712562.93483000000,681466.42951300000
,GV,0.00000000000,Inline,Grass,926,,,Closed,0.00000000000,30.00000000000,flower tower,,0,7712522.56188000000,681497.93896400000
,GV,6.00000000000,Hydrant,Asphalt,926,Good,,Open,19.00000000000,30.00000000000,,,0,7712569.90135000000,681165.69389400000
10/22/2014,BTRFLY,10.00000000000,Inline,Asphalt,926,Good,Working,Closed,0.00000000000,66.00000000000,,stubout  10 valve to  north  closed,90,7713016.72788000000,681138.77695300000
10/22/2014,GV,8.00000000000,Inline,Asphalt,910,Good,Working,Open,25.00000000000,46.00000000000,,valve to sw sundial,0,7713318.58260000000,681141.80122500000
10/22/2014,GV,6.00000000000,Hydrant,Asphalt,926,Good,Working,Open,19.00000000000,54.00000000000,,,90,7713512.94212000000,681126.51582200000
,BTRFLY,12.00000000000,Inline,Asphalt,926,Good,Working,Open,0.00000000000,78.00000000000,,,90,7713706.28753000000,681119.67561300000
,BTRFLY,12.00000000000,Inline,Asphalt,926,Good,Working,Open,0.00000000000,48.00000000000,,,0,7713707.65728000000,681120.71662100000
,BTRFLY,12.00000000000,Inline,Asphalt,926,,,,0.00000000000,0.00000000000,,,0,7714418.59746000000,681099.71928800000
,GV,6.00000000000,Hydrant,Asphalt,926,Good,Working,Open,19.00000000000,24.00000000000,,,90,7714249.97607000000,681107.99322200000
10/21/2014,GV,6.00000000000,Hydrant,Asphalt,910,Good,Working,Open,19.00000000000,63.00000000000,,,90,7714773.14071000000,681093.75046800000
10/21/2014,GV,8.00000000000,Inline,Asphalt,910,Good,Working,Open,25.00000000000,58.00000000000,,valve to sw mcginnis,90,7714819.52940000000,681088.89614700000
10/22/2014,GV,6.00000000000,Hydrant,Asphalt,926,Good,Working,Open,19.00000000000,30.00000000000,,3' off of fog line,90,7715290.16592000000,681079.43422400000
,GV,6.00000000000,Hydrant,Grass,926,Good,Working,Open,19.00000000000,40.00000000000,,,0,7718265.18884000000,686906.85235900000
,GV,6.00000000000,Fire,Concrete,910,Good,Working,Open,19.00000000000,40.00000000000,also hydrant on buxten rd,,0,7718259.32075000000,686911.26934500000
,GV,6.00000000000,Inline,Concrete,926,Good,Working,Open,19.00000000000,50.00000000000,,hydrantwith domestic  tapped of branch,0,7718249.99334000000,686557.93835900000
,GV,6.00000000000,Hydrant,Asphalt,926,Good,Working,Open,21.00000000000,26.00000000000,,,0,7717762.24234000000,691633.10701400000
,BTRFLY,12.00000000000,Inline,Asphalt,926,Good,Working,Open,27.00000000000,22.00000000000,,valve to line that runswest towards odot building,0,7717748.53863000000,691617.88001000000
,GV,12.00000000000,Inline,Gravel,926,Good,Working,Open,39.00000000000,12.00000000000,,,0,7718090.25514000000,691700.48548800000
,GV,8.00000000000,Inline,Gravel,910,Good,Working,Open,26.00000000000,17.00000000000,,valve to ne harlow pl,0,7718137.69336000000,691720.01825700000
,GV,6.00000000000,Hydrant,Asphalt,910,Good,Working,Open,21.00000000000,21.00000000000,,,0,7718513.11978000000,691571.85648000000
,GV,8.00000000000,Fire,Gravel,910,Good,Working,Open,26.00000000000,27.00000000000,,fire and d0m to troutdalebstorage,0,7718609.47982000000,691547.01466600000
,GV,2.00000000000,Blow Off,Gravel,910,Good,Working,Closed,9.00000000000,27.00000000000,,,0,7718603.76428000000,691513.72995600000
,GV,6.00000000000,Hydrant,Gravel,926,Good,Working,Open,20.00000000000,36.00000000000,,,0,7716853.15820000000,691609.77766400000
,,0.00000000000,,,,,,,0.00000000000,0.00000000000,500 feet  due west of east entry gate,12in  inline  paved  over ?,0,7717102.40508000000,691616.02273100000
,GV,12.00000000000,Inline,Grass,926,Good,Working,Open,38.00000000000,18.00000000000,valve in grass island sw of hydrant 16ft,valve to easst west rd at odot,0,7716389.62435000000,691216.69872600000
,GV,6.00000000000,Hydrant,Grass,926,Good,Working,Open,19.00000000000,51.00000000000,in island,,0,7716395.40485000000,691220.48743200000
,GV,6.00000000000,Hydrant,Grass,926,Good,Working,Open,19.00000000000,34.00000000000,,hydrant  at west end of odot road to west,0,7715893.85140000000,691209.32374100000
,BTRFLY,12.00000000000,Inline,Grass,926,Good,Working,Closed,39.00000000000,32.00000000000,,,0,7715898.29168000000,691189.38152300000
,GV,6.00000000000,Hydrant,Concrete,926,Good,Working,Open,21.00000000000,27.00000000000,,,0,7716372.88161000000,691519.68794900000
,BTRFLY,10.00000000000,Inline,Grass,910,Good,Working,Open,31.00000000000,47.00000000000,,,0,7711370.39555000000,691801.36684800000
,BTRFLY,12.00000000000,Inline,Gravel,926,Good,Working,Open,36.00000000000,47.00000000000,,,0,7711323.77392000000,691816.87501900000
,GV,6.00000000000,Hydrant,Gravel,926,Good,Working,Open,20.00000000000,24.00000000000,,,0,7711313.72965000000,691836.68370700000
,BTRFLY,12.00000000000,Inline,Asphalt,926,Good,Working,Open,35.00000000000,78.00000000000,,valve to nw sundral,0,7710817.86122000000,692254.25898700000
,BTRFLY,12.00000000000,Inline,Asphalt,926,Good,Working,Open,36.00000000000,49.00000000000,,,0,7710739.01853000000,692308.11353800000
,GV,6.00000000000,Hydrant,Gravel,926,Good,Working,Open,20.00000000000,30.00000000000,,,0,7710452.68413000000,692599.44202400000
,BTRFLY,12.00000000000,Inline,Gravel,926,Good,Working,Open,34.00000000000,55.00000000000,,,0,7710449.95808000000,692603.12475900000
,GV,6.00000000000,Hydrant,Grass,910,Good,Working,Open,19.00000000000,35.00000000000,,,0,7710309.16407000000,692627.49282000000
,GV,8.00000000000,Fire,Gravel,910,Good,Working,Open,25.00000000000,45.00000000000,,valve to silkcraft oregon fire domestic and hydran,0,7710360.79422000000,692678.89724500000
,GV,6.00000000000,Hydrant,Concrete,910,Good,Working,Open,20.00000000000,70.00000000000,,,0,7710184.26406000000,692925.15331400000
,GV,10.00000000000,Inline,Asphalt,910,Good,Working,Open,32.00000000000,60.00000000000,,valve to nw commerc ct,0,7710156.38813000000,692896.84333200000
,GV,6.00000000000,Fire,Asphalt,910,Good,Working,Open,19.00000000000,30.00000000000,,valve to fire vault,0,7710220.51825000000,692962.59746500000
,GV,6.00000000000,Inline,Asphalt,910,Good,Working,Closed,20.00000000000,36.00000000000,,,0,7710377.66886000000,693119.82451300000
,GV,6.00000000000,Inline,Asphalt,910,Good,Working,Closed,20.00000000000,12.00000000000,,,0,7710474.84091000000,693202.58090900000
,GV,6.00000000000,Hydrant,Asphalt,910,Good,Working,Open,20.00000000000,22.00000000000,,,0,7710542.05928000000,693294.88289000000
,BTRFLY,10.00000000000,Inline,Asphalt,910,Good,Working,Open,34.00000000000,36.00000000000,,,0,7710539.81748000000,693283.13750700000
,GV,6.00000000000,Inline,Asphalt,910,Good,Working,Closed,20.00000000000,30.00000000000,,srub out,0,7710574.72752000000,693348.72234900000
,GV,2.00000000000,Blow Off,Asphalt,910,Good,Working,Closed,9.00000000000,32.00000000000,,,0,7710562.47262000000,693386.94012000000
,GV,6.00000000000,Hydrant,Other,910,Good,Working,Open,20.00000000000,12.00000000000,,,0,7710505.09118000000,693540.29742500000
,GV,6.00000000000,Inline,Asphalt,910,Good,Working,Closed,20.00000000000,36.00000000000,,stub out to east,0,7710571.10810000000,693575.38987500000
,GV,6.00000000000,Inline,Asphalt,910,Good,Working,Open,20.00000000000,36.00000000000,,,0,7710566.93029000000,693570.37216800000
,GV,2.00000000000,Blow Off,Asphalt,910,Good,Working,Closed,9.00000000000,36.00000000000,,,0,7710559.76167000000,693588.63230200000
,GV,6.00000000000,Hydrant,Grass,926,Good,Working,Open,20.00000000000,30.00000000000,,,0,7709905.59500000000,693157.36282400000
,BTRFLY,12.00000000000,Inline,Gravel,926,Good,Working,Open,34.00000000000,30.00000000000,,valve to galley storage,0,7709687.62923000000,693390.63335500000
,GV,6.00000000000,Hydrant,Gravel,926,Good,Working,Open,20.00000000000,40.00000000000,,,0,7709551.64886000000,693542.68751200000
,GV,6.00000000000,Hydrant,Other,910,Good,Working,Open,20.00000000000,38.00000000000,,west hydrant at csd,0,7709652.94262000000,694144.53735900000
,BTRFLY,12.00000000000,Inline,Other,926,Good,Working,Open,0.00000000000,28.00000000000,,,0,7709926.51326000000,694147.86379500000
,GV,6.00000000000,Inline,Other,926,Good,,Open,0.00000000000,16.00000000000,,,0,7709920.32988000000,694124.03477500000
,GV,8.00000000000,Fire,Asphalt,910,Good,Working,Open,25.00000000000,45.00000000000,,,0,7710257.83216000000,694117.13944700000
,GV,2.00000000000,Blow Off,Gravel,910,Good,Working,Closed,9.00000000000,50.00000000000,,,0,7710443.91348000000,694157.00026000000
,GV,6.00000000000,Hydrant,Asphalt,910,Good,Working,Open,19.00000000000,32.00000000000,,,0,7711314.27394000000,691427.57330400000
,BTRFLY,8.00000000000,Fire,Asphalt,910,Good,Working,Open,37.00000000000,42.00000000000,,,0,7711337.34246000000,691348.16434200000
,GV,8.00000000000,Inline,Asphalt,910,Good,Working,Open,25.00000000000,34.00000000000,,,0,7711337.09706000000,691344.84413900000
,GV,6.00000000000,Hydrant,Asphalt,926,Good,Working,Open,19.00000000000,32.00000000000,,,0,7711570.63727000000,691166.89272300000
,GV,8.00000000000,Fire,Asphalt,910,Good,Working,Open,25.00000000000,32.00000000000,,,0,7711555.72785000000,691152.30023300000
,GV,6.00000000000,Hydrant,Grass,926,Good,Working,Open,20.00000000000,27.00000000000,,,0,7712034.47198000000,691620.66904700000
,GV,12.00000000000,Inline,Asphalt,926,Good,Working,Open,38.00000000000,38.00000000000,,,0,7712097.48432000000,691612.28028400000
,GV,6.00000000000,Hydrant,Grass,926,Good,Working,Open,19.00000000000,30.00000000000,,,0,7712478.95763000000,691591.88924900000
,GV,4.00000000000,Fire,Gravel,910,Good,Working,Open,13.00000000000,24.00000000000,,,0,7712466.61416000000,691608.15233900000
,GV,6.00000000000,Hydrant,Grass,926,Good,Working,Open,19.00000000000,28.00000000000,,,0,7712839.60783000000,691579.72260600000
,BTRFLY,12.00000000000,Inline,Gravel,926,Good,Working,Open,37.00000000000,60.00000000000,,,0,7713354.67800000000,691561.68228800000
,GV,10.00000000000,Inline,Asphalt,926,Good,Working,Open,33.00000000000,22.00000000000,,,0,7718236.59802000000,692636.50297300000
,GV,12.00000000000,Inline,Asphalt,910,Good,Working,Open,36.00000000000,18.00000000000,,,0,7718239.69743000000,692621.22938200000
,GV,8.00000000000,Inline,Grass,926,Good,Working,Open,25.00000000000,36.00000000000,,,0,7718273.53791000000,692637.29135700000
,GV,8.00000000000,Fire,Grass,910,Good,Working,Open,26.00000000000,24.00000000000,,to vault,0,7718248.35522000000,692650.68503100000
,GV,8.00000000000,Inline,Asphalt,910,Good,Working,Open,25.00000000000,39.00000000000,,,0,7718297.87021000000,692635.29628300000
,GV,6.00000000000,Hydrant,Asphalt,910,Good,Working,Open,19.00000000000,39.00000000000,,,0,7718313.34656000000,692626.50594600000
,GV,4.00000000000,Fire,Gravel,926,Good,Working,Open,13.00000000000,53.00000000000,,,0,7718346.58960000000,692697.01499100000
,GV,6.00000000000,Hydrant,Asphalt,926,Good,Working,Open,20.00000000000,22.00000000000,,,0,7718297.86857000000,692936.04305600000
